,Indicator,Group,State_x,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,State_y,date,cases,state2
3804,Symptoms of Depressive Disorder,By State,Utah,Utah,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,25.4,UT,2021-02-17,363284,Utah
3805,Symptoms of Anxiety Disorder,By State,Utah,Utah,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,32.4,UT,2021-02-17,363284,Utah
3806,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,36.8,UT,2021-02-17,363284,Utah
3807,Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,25.7,VT,2021-02-17,13996,Vermont
3808,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,29.0,VT,2021-02-17,13996,Vermont
3809,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,37.2,VT,2021-02-17,13996,Vermont
3810,Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,25.3,VA,2021-02-17,555714,Virginia
3811,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,31.9,VA,2021-02-17,555714,Virginia
3812,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,37.0,VA,2021-02-17,555714,Virginia
3813,Symptoms of Depressive Disorder,By State,Washington,Washington,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,27.8,WA,2021-02-17,330807,Washington
3814,Symptoms of Anxiety Disorder,By State,Washington,Washington,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,34.2,WA,2021-02-17,330807,Washington
3815,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,40.1,WA,2021-02-17,330807,Washington
3816,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,29.0,WV,2021-02-17,128420,West Virginia
3817,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,33.3,WV,2021-02-17,128420,West Virginia
3818,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,39.1,WV,2021-02-17,128420,West Virginia
3819,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,20.7,WI,2021-02-17,607609,Wisconsin
3820,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,26.4,WI,2021-02-17,607609,Wisconsin
3821,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,30.4,WI,2021-02-17,607609,Wisconsin
3822,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,28.3,WY,2021-02-17,53461,Wyoming
3823,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,33.2,WY,2021-02-17,53461,Wyoming
3824,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,3.0,25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,38.1,WY,2021-02-17,53461,Wyoming
3825,Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,29.0,AL,2021-03-03,497161,Alabama
3826,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,33.1,AL,2021-03-03,497161,Alabama
3827,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,38.1,AL,2021-03-03,497161,Alabama
3828,Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,24.5,AK,2021-03-03,58099,Alaska
3829,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,32.2,AK,2021-03-03,58099,Alaska
3830,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,35.6,AK,2021-03-03,58099,Alaska
3831,Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,29.3,AZ,2021-03-03,819954,Arizona
3832,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,31.7,AZ,2021-03-03,819954,Arizona
3833,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,38.0,AZ,2021-03-03,819954,Arizona
3834,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,35.0,AR,2021-03-03,323399,Arkansas
3835,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,39.2,AR,2021-03-03,323399,Arkansas
3836,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,47.2,AR,2021-03-03,323399,Arkansas
3837,Symptoms of Depressive Disorder,By State,California,California,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,28.5,CA,2021-03-03,3523277,California
3838,Symptoms of Anxiety Disorder,By State,California,California,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,33.0,CA,2021-03-03,3523277,California
3839,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,39.7,CA,2021-03-03,3523277,California
3840,Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,27.0,CO,2021-03-03,431674,Colorado
3841,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,37.1,CO,2021-03-03,431674,Colorado
3842,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,42.3,CO,2021-03-03,431674,Colorado
3843,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,21.6,CT,2021-03-03,283622,Connecticut
3844,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,27.9,CT,2021-03-03,283622,Connecticut
3845,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,33.3,CT,2021-03-03,283622,Connecticut
3846,Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,20.8,DE,2021-03-03,87425,Delaware
3847,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,28.4,DE,2021-03-03,87425,Delaware
3848,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,32.4,DE,2021-03-03,87425,Delaware
3849,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,25.9,DC,2021-03-03,40818,District of Columbia
3850,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,35.3,DC,2021-03-03,40818,District of Columbia
3851,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,38.1,DC,2021-03-03,40818,District of Columbia
3852,Symptoms of Depressive Disorder,By State,Florida,Florida,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,28.1,FL,2021-03-03,1924115,Florida
3853,Symptoms of Anxiety Disorder,By State,Florida,Florida,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,32.7,FL,2021-03-03,1924115,Florida
3854,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,38.7,FL,2021-03-03,1924115,Florida
3855,Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,24.6,GA,2021-03-03,823025,Georgia
3856,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,27.1,GA,2021-03-03,823025,Georgia
3857,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,33.2,GA,2021-03-03,823025,Georgia
3858,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,22.3,HI,2021-03-03,27640,Hawaii
3859,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,26.8,HI,2021-03-03,27640,Hawaii
3860,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,30.6,HI,2021-03-03,27640,Hawaii
3861,Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,21.6,ID,2021-03-03,172288,Idaho
3862,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,30.9,ID,2021-03-03,172288,Idaho
3863,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,34.9,ID,2021-03-03,172288,Idaho
3864,Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,27.5,IL,2021-03-03,1191520,Illinois
3865,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,30.0,IL,2021-03-03,1191520,Illinois
3866,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,35.4,IL,2021-03-03,1191520,Illinois
3867,Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,24.9,IN,2021-03-03,667002,Indiana
3868,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,29.2,IN,2021-03-03,667002,Indiana
3869,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,32.8,IN,2021-03-03,667002,Indiana
3870,Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,24.5,IA,2021-03-03,337595,Iowa
3871,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,27.2,IA,2021-03-03,337595,Iowa
3872,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,33.3,IA,2021-03-03,337595,Iowa
3873,Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,27.2,KS,2021-03-03,297620,Kansas
3874,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,29.4,KS,2021-03-03,297620,Kansas
3875,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,37.7,KS,2021-03-03,297620,Kansas
3876,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,30.5,KY,2021-03-03,407366,Kentucky
3877,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,33.4,KY,2021-03-03,407366,Kentucky
3878,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,39.7,KY,2021-03-03,407366,Kentucky
3879,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,31.9,LA,2021-03-03,431828,Louisiana
3880,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,35.7,LA,2021-03-03,431828,Louisiana
3881,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,41.0,LA,2021-03-03,431828,Louisiana
3882,Symptoms of Depressive Disorder,By State,Maine,Maine,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,28.3,ME,2021-03-03,45091,Maine
3883,Symptoms of Anxiety Disorder,By State,Maine,Maine,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,37.4,ME,2021-03-03,45091,Maine
3884,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,41.5,ME,2021-03-03,45091,Maine
3885,Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,24.3,MD,2021-03-03,383959,Maryland
3886,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,31.5,MD,2021-03-03,383959,Maryland
3887,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,36.8,MD,2021-03-03,383959,Maryland
3888,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,24.1,MA,2021-03-03,553220,Massachusetts
3889,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,29.5,MA,2021-03-03,553220,Massachusetts
3890,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,34.2,MA,2021-03-03,553220,Massachusetts
3891,Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,24.7,MI,2021-03-03,650770,Michigan
3892,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,31.9,MI,2021-03-03,650770,Michigan
3893,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,36.6,MI,2021-03-03,650770,Michigan
3894,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,23.1,MN,2021-03-03,486436,Minnesota
3895,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,26.8,MN,2021-03-03,486436,Minnesota
3896,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,32.1,MN,2021-03-03,486436,Minnesota
3897,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,32.1,MS,2021-03-03,295676,Mississippi
3898,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,29.5,MS,2021-03-03,295676,Mississippi
3899,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,37.0,MS,2021-03-03,295676,Mississippi
3900,Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,26.2,MO,2021-03-03,557979,Missouri
3901,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,33.3,MO,2021-03-03,557979,Missouri
3902,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,37.6,MO,2021-03-03,557979,Missouri
3903,Symptoms of Depressive Disorder,By State,Montana,Montana,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,21.5,MT,2021-03-03,100356,Montana
3904,Symptoms of Anxiety Disorder,By State,Montana,Montana,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,26.7,MT,2021-03-03,100356,Montana
3905,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,30.8,MT,2021-03-03,100356,Montana
3906,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,22.9,NE,2021-03-03,199933,Nebraska
3907,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,27.2,NE,2021-03-03,199933,Nebraska
3908,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,31.4,NE,2021-03-03,199933,Nebraska
3909,Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,25.4,NV,2021-03-03,289502,Nevada
3910,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,29.5,NV,2021-03-03,289502,Nevada
3911,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,33.7,NV,2021-03-03,289502,Nevada
3912,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,21.7,NH,2021-03-03,75990,New Hampshire
3913,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,31.6,NH,2021-03-03,75990,New Hampshire
3914,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,35.7,NH,2021-03-03,75990,New Hampshire
3915,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,24.9,NJ,2021-03-03,799370,New Jersey
3916,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,31.5,NJ,2021-03-03,799370,New Jersey
3917,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,36.0,NJ,2021-03-03,799370,New Jersey
3918,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,27.6,NM,2021-03-03,185904,New Mexico
3919,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,35.0,NM,2021-03-03,185904,New Mexico
3920,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,39.8,NM,2021-03-03,185904,New Mexico
3921,Symptoms of Depressive Disorder,By State,New York,New York,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,24.7,NY,2021-03-03,1650184,New York
3922,Symptoms of Anxiety Disorder,By State,New York,New York,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,31.4,NY,2021-03-03,1650184,New York
3923,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,36.6,NY,2021-03-03,1650184,New York
3924,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,22.2,NC,2021-03-03,865565,North Carolina
3925,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,30.1,NC,2021-03-03,865565,North Carolina
3926,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,35.8,NC,2021-03-03,865565,North Carolina
3927,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,20.0,ND,2021-03-03,100081,North Dakota
3928,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,23.3,ND,2021-03-03,100081,North Dakota
3929,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,26.8,ND,2021-03-03,100081,North Dakota
3930,Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,30.6,OH,2021-03-03,972140,Ohio
3931,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,33.7,OH,2021-03-03,972140,Ohio
3932,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,41.2,OH,2021-03-03,972140,Ohio
3933,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,27.7,OK,2021-03-03,425749,Oklahoma
3934,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,32.5,OK,2021-03-03,425749,Oklahoma
3935,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,37.5,OK,2021-03-03,425749,Oklahoma
3936,Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,31.3,OR,2021-03-03,156293,Oregon
3937,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,36.2,OR,2021-03-03,156293,Oregon
3938,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,42.5,OR,2021-03-03,156293,Oregon
3939,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,28.9,PA,2021-03-03,938419,Pennsylvania
3940,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,33.1,PA,2021-03-03,938419,Pennsylvania
3941,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,38.9,PA,2021-03-03,938419,Pennsylvania
3942,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,24.1,RI,2021-03-03,120820,Rhode Island
3943,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3.0,26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,34.4,RI,2021-03-03,120820,Rhode Island
